"osm_id";"name";"access";"amenity";"bottle";"capacity";"check_date";"cold_water";"colour";"covered";"description";"designation";"drinking_water";"drinking_water:legal";"drinking_water:seasonal";"drinking_water:type";"fee";"fixme";"fountain";"height";"hot_water";"image";"indoor";"level";"lit";"man_made";"mapillary";"model";"not:operator:wikidata";"note";"opening_hours";"operator";"operator:short";"operator:type";"operator:wikidata";"operator:wikipedia";"playground";"pump";"ref:room";"seasonal";"source";"start_date";"toilets:wheelchair";"type";"website";"wheelchair";"wikidata";"geometry";"city";"company";"description:de";"drinking_water:refill";"emergency";"office";"waste";"water_point";"artist_name";"artwork_type";"inscription";"location";"material";"tourism";"wheelchair:description";"wikimedia_commons";"addr:street";"dog";"drinkable";"image:0";"access:conditional";"alt_name";"loc_name";"natural";"note:de";"access:note:de";"architect";"button_operated";"denotation";"url";"wikipedia";"addr:postcode";"description:en";"ref";"width";"addr:city";"addr:housenumber";"addr:suburb";"contact:email";"contact:facebook";"contact:phone";"entrance";"payment:coins";"shop";"comment";"vending";"name:en";"stateofrepair";"survey:date";"note:opening_hours";"payment:none";"fire_hydrant:diameter";"fire_hydrant:position";"fire_hydrant:type";"heritage";"historic";"intermittent";"karlsruhe_brunnen_ref";"BLfD:criteria";"disused";"heritage:operator";"owner";"ref:BLfD";"created_by";"depth";"hazard";"temperature";"FIXME";"amenity_1";"ele";"wpt_description";"wpt_symbol";"flickr";"memorial";"charge";"refitted";"name:etymology:wikidata";"source:geometry";"source:position";"water";"inscription:de";"contact:fax"
"3627125409";"3627125409";NA;"yes";"drinking_water";"yes";NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";"yes";"yes";NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apr-Oct: Mo-Su,PH 00:00-24:00";"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";NA;c(13.526608, 52.4820804);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3726031157";"3726031157";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";NA;c(13.5024523, 52.5660393);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3726035862";"3726035862";NA;"yes";"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";NA;c(13.4329038, 52.5285384);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4367704200";"4367704200";NA;"yes";"drinking_water";"yes";NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";"yes";"yes";NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"May-Oct: Mo-Su,PH 00:00-24:00";"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;"2015";NA;NA;"http://www.bwb.de/trinkbrunnen";"yes";NA;c(13.5793379, 52.458332);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4371227509";"4371227509";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen, nur außerhalb der Frostperiode";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.3057472, 52.4559176);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4560276928";"4560276928";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";"yes";"yes";NA;"no";NA;"drinking";NA;NA;NA;NA;NA;NA;"drinking_fountain";NA;NA;NA;NA;"Apr-Oct: Mo-Su,PH 00:00-24:00";"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.4989954, 52.510494);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4799726859";"4799726859";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;NA;NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.4113889, 52.5673196);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4850307508";"4850307508";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;NA;NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.40452, 52.5698534);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4985382302";"4985382302";NA;NA;"drinking_water";"yes";NA;NA;NA;NA;NA;"Trinkbrunnen, Schüttung circa 30 ml pro Sekunde, Flaschen füllen möglich";NA;NA;NA;NA;NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.3872405, 52.549671);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5016215822";"5016215822";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;NA;NA;"yes";NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.398695, 52.5412732);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5043072467";"5043072467";NA;"yes";"drinking_water";"yes";NA;NA;NA;NA;NA;"Trinkbrunnen; Mai-Okt";NA;NA;NA;NA;NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.40181, 52.5110405);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5121788895";"5121788895";NA;"yes";"drinking_water";"no";NA;NA;NA;NA;"no";NA;NA;"unknown";NA;NA;NA;"no";NA;NA;NA;NA;NA;NA;NA;"no";"water_tap";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.3404983, 52.6341331);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5814732183";"5814732183";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";NA;c(13.3901489, 52.5079564);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5853401781";"5853401781";NA;NA;"drinking_water";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";NA;c(13.3736186, 52.4957227);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5950812281";"5950812281";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.4716309, 52.5297187);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5962632208";"5962632208";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";"yes";"yes";NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apr-Oct: Mo-Su,PH 00:00-24:00";"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;"2018";NA;NA;NA;"yes";NA;c(13.4870032, 52.5013051);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5964902316";"5964902316";NA;NA;"drinking_water";"no";NA;NA;NA;"blue";NA;"Trinkbrunnen";NA;NA;NA;NA;NA;NA;NA;"bubbler";NA;NA;"https://i.imgur.com/VIuGLEp.jpg";NA;NA;NA;NA;NA;"Typ 1";NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";NA;c(13.3794023, 52.5095536);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5964902317";"5964902317";NA;"yes";"drinking_water";"yes";NA;NA;NA;"blue";NA;"Berliner Trinkbrunnen; Mai-Okt";NA;"yes";NA;NA;NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";NA;c(13.2961093, 52.5192385);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5969396121";"5969396121";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";"yes";"yes";NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apr-Oct: Mo-Su,PH 00:00-24:00";"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;"2018";NA;NA;NA;"yes";NA;c(13.4839401, 52.5022563);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6020458599";"6020458599";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.5385285, 52.5278915);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6020508147";"6020508147";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.5607934, 52.5059436);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6020541252";"6020541252";NA;"yes";"drinking_water";"yes";NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";NA;NA;NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";NA;c(13.5483757, 52.4611631);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6024757217";"6024757217";"Trinkbrunnen";NA;"drinking_water";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.3472738, 52.5283963);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6027083563";"6027083563";NA;"yes";"drinking_water";NA;NA;NA;NA;NA;NA;"inside the mensa building on the northern side there is a water fountain with potable water.";NA;NA;NA;NA;NA;"no";NA;NA;NA;NA;NA;NA;"0";NA;"water_tap";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.2885685, 52.4530439);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6034884560";"6034884560";NA;"yes";"drinking_water";"yes";NA;NA;NA;"blue";NA;"Trinkbrunnen";NA;"yes";NA;NA;NA;"no";NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Berliner Wasserbetriebe";NA;NA;"Q821856";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.5435759, 52.543056);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6149646863";"6149646863";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;"Trinkbrunnen";NA;"yes";"yes";"yes";NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apr-Oct: PH,Mo-Su 00:00-24:00";"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.5736764, 52.5132642);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6174872210";"6174872210";NA;NA;"drinking_water";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(13.4339794, 52.5116854);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"6282824738";"6282824738";NA;NA;"drinking_water";NA;NA;NA;NA;NA;"no";"Trinkbrunnen";NA;"yes";"yes";"yes";NA;NA;NA;"bubbler";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apr-Oct: PH,Mo-Su 00:00-24:00";"Berliner Wasserbetriebe";NA;NA;"Q821856";"de:Berliner Wasserbetriebe";NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;c(13.4487272, 52.511362);"Berlin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
